Time,Device,IP Address,Length
17:03:52,ipad,192.168.239.7,3334
17:03:53,ipad,192.168.239.7,3122
17:03:54,ipad,192.168.239.7,905
17:03:57,ipad,192.168.239.7,1267
17:03:59,ipad,192.168.239.7,3743
17:04:03,ipad,192.168.239.7,3750
17:04:09,ipad,192.168.239.7,3995
17:04:11,ipad,192.168.239.7,2018
17:04:13,ipad,192.168.239.7,3667
17:04:19,ipad,192.168.239.7,1639
17:04:22,ipad,192.168.239.7,1525
17:04:24,ipad,192.168.239.7,2186
17:04:26,ipad,192.168.239.7,2226
17:04:33,ipad,192.168.239.7,699
17:04:34,ipad,192.168.239.7,383
17:04:47,ipad,192.168.239.7,447
17:04:53,ipad,192.168.239.7,2640
17:04:58,ipad,192.168.239.7,2586
17:05:06,ipad,192.168.239.7,2864
17:05:09,ipad,192.168.239.7,1321
17:05:10,ipad,192.168.239.7,2713
17:05:11,ipad,192.168.239.7,3222
17:05:14,ipad,192.168.239.7,2361
17:05:17,ipad,192.168.239.7,3584
17:05:18,ipad,192.168.239.7,2820
17:05:21,ipad,192.168.239.7,861
17:05:24,ipad,192.168.239.7,2825
17:05:26,ipad,192.168.239.7,3502
17:05:29,ipad,192.168.239.7,367
17:05:38,ipad,192.168.239.7,2127
17:05:45,ipad,192.168.239.7,2613
17:05:46,ipad,192.168.239.7,3124
17:05:50,ipad,192.168.239.7,1049
17:05:55,ipad,192.168.239.7,3725
17:06:01,ipad,192.168.239.7,1922
17:06:08,ipad,192.168.239.7,2422
17:06:09,ipad,192.168.239.7,1534
17:06:10,ipad,192.168.239.7,485
17:06:12,ipad,192.168.239.7,383
17:06:16,ipad,192.168.239.7,3938
17:06:20,ipad,192.168.239.7,2070
17:06:23,ipad,192.168.239.7,1507
17:06:28,ipad,192.168.239.7,677
17:06:32,ipad,192.168.239.7,2275
17:06:46,ipad,192.168.239.7,3103
17:06:47,ipad,192.168.239.7,3564
17:06:58,ipad,192.168.239.7,3626
17:07:01,ipad,192.168.239.7,3293
17:07:04,ipad,192.168.239.7,891
17:07:06,ipad,192.168.239.7,2440
17:07:16,ipad,192.168.239.7,3775
17:07:20,ipad,192.168.239.7,3684
17:07:30,ipad,192.168.239.7,2644
17:07:31,ipad,192.168.239.7,735
17:07:34,ipad,192.168.239.7,2219
17:07:35,ipad,192.168.239.7,2041
17:07:48,ipad,192.168.239.7,870
17:07:51,ipad,192.168.239.7,3192
17:07:55,ipad,192.168.239.7,555
17:07:56,ipad,192.168.239.7,2585
17:08:00,ipad,192.168.239.7,2927
17:08:09,ipad,192.168.239.7,3634
17:08:14,ipad,192.168.239.7,559
17:08:17,ipad,192.168.239.7,1053
17:08:20,ipad,192.168.239.7,1106
17:08:21,ipad,192.168.239.7,3630
17:08:23,ipad,192.168.239.7,3380
17:08:27,ipad,192.168.239.7,1569
17:08:32,ipad,192.168.239.7,3105
17:08:34,ipad,192.168.239.7,1092
17:08:36,ipad,192.168.239.7,3305
17:08:37,ipad,192.168.239.7,1978
17:08:41,ipad,192.168.239.7,2952
17:08:42,ipad,192.168.239.7,1421
17:08:51,ipad,192.168.239.7,3895
17:08:53,ipad,192.168.239.7,1045
17:08:54,ipad,192.168.239.7,2466
17:08:56,ipad,192.168.239.7,2326
17:08:58,ipad,192.168.239.7,898
17:08:59,ipad,192.168.239.7,319
17:09:05,ipad,192.168.239.7,1064
17:09:27,ipad,192.168.239.7,1888
17:09:28,ipad,192.168.239.7,3867
17:09:36,ipad,192.168.239.7,2142
17:09:37,ipad,192.168.239.7,3224
17:09:38,ipad,192.168.239.7,2243
17:09:41,ipad,192.168.239.7,856
17:09:45,ipad,192.168.239.7,1221
17:09:46,ipad,192.168.239.7,2945
17:09:48,ipad,192.168.239.7,458
17:09:50,ipad,192.168.239.7,1414
17:09:51,ipad,192.168.239.7,2398
17:09:57,ipad,192.168.239.7,2964
17:10:00,ipad,192.168.239.7,3423
17:10:01,ipad,192.168.239.7,2815
17:10:03,ipad,192.168.239.7,3717
17:10:06,ipad,192.168.239.7,1587
17:10:08,ipad,192.168.239.7,405
17:10:09,ipad,192.168.239.7,3320
17:10:12,ipad,192.168.239.7,1801
17:10:13,ipad,192.168.239.7,3056
17:10:21,ipad,192.168.239.7,611
17:10:23,ipad,192.168.239.7,3588
17:10:29,ipad,192.168.239.7,708
17:10:32,ipad,192.168.239.7,1387
17:10:44,ipad,192.168.239.7,3470
17:10:47,ipad,192.168.239.7,2682
17:10:49,ipad,192.168.239.7,2732
17:10:50,ipad,192.168.239.7,2896
17:10:52,ipad,192.168.239.7,472
17:11:02,ipad,192.168.239.7,3696
17:11:06,ipad,192.168.239.7,3499
17:11:07,ipad,192.168.239.7,2207
17:11:08,ipad,192.168.239.7,2651
17:11:12,ipad,192.168.239.7,395
17:11:13,ipad,192.168.239.7,860
17:11:14,ipad,192.168.239.7,3216
17:11:17,ipad,192.168.239.7,1715
17:11:18,ipad,192.168.239.7,550
17:11:19,ipad,192.168.239.7,2385
17:11:34,ipad,192.168.239.7,656
17:11:36,ipad,192.168.239.7,706
17:11:40,ipad,192.168.239.7,1992
17:11:46,ipad,192.168.239.7,1840
17:11:54,ipad,192.168.239.7,1312
17:11:58,ipad,192.168.239.7,3673
17:11:59,ipad,192.168.239.7,3659
17:12:02,ipad,192.168.239.7,2847
17:12:09,ipad,192.168.239.7,1360
17:12:11,ipad,192.168.239.7,2257
17:12:16,ipad,192.168.239.7,2635
17:12:20,ipad,192.168.239.7,600
17:12:21,ipad,192.168.239.7,3136
17:12:22,ipad,192.168.239.7,1301
17:12:23,ipad,192.168.239.7,1562
17:12:26,ipad,192.168.239.7,2067
17:12:29,ipad,192.168.239.7,2155
17:12:30,ipad,192.168.239.7,1656
17:12:33,ipad,192.168.239.7,672
17:12:34,ipad,192.168.239.7,1547
17:12:36,ipad,192.168.239.7,2843
17:12:40,ipad,192.168.239.7,1843
17:12:48,ipad,192.168.239.7,2771
17:12:49,ipad,192.168.239.7,2477
17:12:53,ipad,192.168.239.7,565
17:13:00,ipad,192.168.239.7,650
17:13:08,ipad,192.168.239.7,3734
17:13:11,ipad,192.168.239.7,2032
17:13:13,ipad,192.168.239.7,485
17:13:28,ipad,192.168.239.7,1358
17:13:30,ipad,192.168.239.7,1655
17:13:31,ipad,192.168.239.7,3045
17:13:32,ipad,192.168.239.7,1822
17:13:34,ipad,192.168.239.7,3076
17:13:44,ipad,192.168.239.7,2211
17:14:05,ipad,192.168.239.7,1493
17:14:06,ipad,192.168.239.7,1535
17:14:07,ipad,192.168.239.7,2238
17:14:08,ipad,192.168.239.7,3013
17:14:18,ipad,192.168.239.7,539
17:14:19,ipad,192.168.239.7,963
17:14:25,ipad,192.168.239.7,706
17:14:29,ipad,192.168.239.7,3725
17:14:34,ipad,192.168.239.7,3960
17:14:35,ipad,192.168.239.7,3071
17:14:37,ipad,192.168.239.7,3119
17:14:40,ipad,192.168.239.7,523
17:14:41,ipad,192.168.239.7,3051
17:14:43,ipad,192.168.239.7,1286
17:14:48,ipad,192.168.239.7,2399
17:14:53,ipad,192.168.239.7,2452
17:14:58,ipad,192.168.239.7,3240
17:15:01,ipad,192.168.239.7,1712
17:15:02,ipad,192.168.239.7,662
17:15:03,ipad,192.168.239.7,997
17:15:04,ipad,192.168.239.7,2126
17:15:10,ipad,192.168.239.7,3113
17:15:12,ipad,192.168.239.7,3650
17:15:13,ipad,192.168.239.7,1216
17:15:16,ipad,192.168.239.7,3226
17:15:17,ipad,192.168.239.7,709
17:15:22,ipad,192.168.239.7,307
17:15:24,ipad,192.168.239.7,2315
17:15:33,ipad,192.168.239.7,3993
17:15:40,ipad,192.168.239.7,2033
17:15:45,ipad,192.168.239.7,3087
17:15:52,ipad,192.168.239.7,3343
17:15:58,ipad,192.168.239.7,2127
17:16:05,ipad,192.168.239.7,2613
17:16:06,ipad,192.168.239.7,3124
17:16:10,ipad,192.168.239.7,1049
17:16:15,ipad,192.168.239.7,3725
17:16:21,ipad,192.168.239.7,1922
17:16:28,ipad,192.168.239.7,2422
17:16:29,ipad,192.168.239.7,1534
17:16:30,ipad,192.168.239.7,485
17:16:32,ipad,192.168.239.7,383
17:16:36,ipad,192.168.239.7,3938
17:16:40,ipad,192.168.239.7,2070
17:16:43,ipad,192.168.239.7,1507
17:16:48,ipad,192.168.239.7,677
17:16:52,ipad,192.168.239.7,2275
17:17:06,ipad,192.168.239.7,3103
17:17:07,ipad,192.168.239.7,3564
17:17:18,ipad,192.168.239.7,3626
17:17:21,ipad,192.168.239.7,3293
17:17:24,ipad,192.168.239.7,891
17:17:26,ipad,192.168.239.7,2440
17:17:36,ipad,192.168.239.7,3775
17:17:40,ipad,192.168.239.7,3684
17:17:50,ipad,192.168.239.7,2644
17:17:51,ipad,192.168.239.7,735
17:17:54,ipad,192.168.239.7,2219
17:17:55,ipad,192.168.239.7,2041
17:18:08,ipad,192.168.239.7,870
17:18:11,ipad,192.168.239.7,3192
17:18:15,ipad,192.168.239.7,555
17:18:16,ipad,192.168.239.7,2585
17:18:20,ipad,192.168.239.7,2927
17:18:29,ipad,192.168.239.7,3634
17:18:34,ipad,192.168.239.7,559
17:18:37,ipad,192.168.239.7,1053
17:18:40,ipad,192.168.239.7,1106
17:18:41,ipad,192.168.239.7,3630
17:18:43,ipad,192.168.239.7,3380
17:18:47,ipad,192.168.239.7,1569
17:18:52,ipad,192.168.239.7,3105
17:18:54,ipad,192.168.239.7,1092
17:18:56,ipad,192.168.239.7,3305
17:18:57,ipad,192.168.239.7,1978
17:19:01,ipad,192.168.239.7,2952
17:19:02,ipad,192.168.239.7,1421
17:19:11,ipad,192.168.239.7,3895
17:19:13,ipad,192.168.239.7,1045
17:19:14,ipad,192.168.239.7,2466
17:19:16,ipad,192.168.239.7,2326
17:19:18,ipad,192.168.239.7,898
17:19:19,ipad,192.168.239.7,319
17:19:25,ipad,192.168.239.7,1064
17:19:47,ipad,192.168.239.7,1888
17:19:48,ipad,192.168.239.7,3867
17:19:56,ipad,192.168.239.7,2142
17:19:57,ipad,192.168.239.7,3224
17:19:58,ipad,192.168.239.7,2243
17:20:01,ipad,192.168.239.7,856
17:20:05,ipad,192.168.239.7,1221
17:20:06,ipad,192.168.239.7,2945
17:20:08,ipad,192.168.239.7,458
17:20:10,ipad,192.168.239.7,1414
17:20:11,ipad,192.168.239.7,2398
17:20:17,ipad,192.168.239.7,2964
17:20:20,ipad,192.168.239.7,3423
17:20:21,ipad,192.168.239.7,2815
17:20:23,ipad,192.168.239.7,3717
17:20:26,ipad,192.168.239.7,1587
17:20:28,ipad,192.168.239.7,405
17:20:29,ipad,192.168.239.7,3320
17:20:32,ipad,192.168.239.7,1801
17:20:33,ipad,192.168.239.7,3056
17:20:41,ipad,192.168.239.7,611
17:20:43,ipad,192.168.239.7,3588
17:20:49,ipad,192.168.239.7,708
17:20:52,ipad,192.168.239.7,1387
17:21:04,ipad,192.168.239.7,3470
17:21:07,ipad,192.168.239.7,2682
17:21:09,ipad,192.168.239.7,2732
17:21:10,ipad,192.168.239.7,2896
17:21:12,ipad,192.168.239.7,472
17:21:22,ipad,192.168.239.7,3696
17:21:26,ipad,192.168.239.7,3499
17:21:27,ipad,192.168.239.7,2207
17:21:28,ipad,192.168.239.7,2651
17:21:32,ipad,192.168.239.7,395
17:21:33,ipad,192.168.239.7,860
17:21:34,ipad,192.168.239.7,3216
17:21:37,ipad,192.168.239.7,1715
17:21:38,ipad,192.168.239.7,550
17:21:39,ipad,192.168.239.7,2385
17:21:54,ipad,192.168.239.7,656
17:21:56,ipad,192.168.239.7,706
17:22:00,ipad,192.168.239.7,1992
17:22:06,ipad,192.168.239.7,1840
17:22:14,ipad,192.168.239.7,1312
17:22:18,ipad,192.168.239.7,3673
17:22:19,ipad,192.168.239.7,3659
17:22:22,ipad,192.168.239.7,2847
17:22:29,ipad,192.168.239.7,1360
17:22:31,ipad,192.168.239.7,2257
17:22:36,ipad,192.168.239.7,2635
17:22:40,ipad,192.168.239.7,600
17:22:41,ipad,192.168.239.7,3136
17:22:42,ipad,192.168.239.7,1301
17:22:43,ipad,192.168.239.7,1562
17:22:46,ipad,192.168.239.7,2067
17:22:49,ipad,192.168.239.7,2155
17:22:50,ipad,192.168.239.7,1656
17:22:53,ipad,192.168.239.7,672
17:22:54,ipad,192.168.239.7,1547
17:22:56,ipad,192.168.239.7,2843
17:23:00,ipad,192.168.239.7,1843
17:23:08,ipad,192.168.239.7,2771
17:23:09,ipad,192.168.239.7,2477
17:23:13,ipad,192.168.239.7,565
17:23:20,ipad,192.168.239.7,650
17:23:28,ipad,192.168.239.7,3734
17:23:31,ipad,192.168.239.7,2032
17:23:33,ipad,192.168.239.7,485
17:23:48,ipad,192.168.239.7,1358
17:23:50,ipad,192.168.239.7,1655
17:23:51,ipad,192.168.239.7,3045
17:23:52,ipad,192.168.239.7,1822
17:23:54,ipad,192.168.239.7,3076
17:24:04,ipad,192.168.239.7,2211
17:24:25,ipad,192.168.239.7,1493
17:24:26,ipad,192.168.239.7,1535
17:24:27,ipad,192.168.239.7,2238
17:24:28,ipad,192.168.239.7,3013
17:24:38,ipad,192.168.239.7,539
17:24:39,ipad,192.168.239.7,963
17:24:45,ipad,192.168.239.7,706
17:24:49,ipad,192.168.239.7,3725
17:24:54,ipad,192.168.239.7,3960
17:24:55,ipad,192.168.239.7,3071
17:24:57,ipad,192.168.239.7,3119
17:25:00,ipad,192.168.239.7,523
17:25:01,ipad,192.168.239.7,3051
17:25:03,ipad,192.168.239.7,1286
17:25:08,ipad,192.168.239.7,2399
17:25:13,ipad,192.168.239.7,2452
17:25:18,ipad,192.168.239.7,3240
17:25:21,ipad,192.168.239.7,1712
17:25:22,ipad,192.168.239.7,662
17:25:23,ipad,192.168.239.7,997
17:25:24,ipad,192.168.239.7,2126
17:25:30,ipad,192.168.239.7,3113
17:25:32,ipad,192.168.239.7,3650
17:25:33,ipad,192.168.239.7,1216
17:25:36,ipad,192.168.239.7,3226
17:25:37,ipad,192.168.239.7,709
17:25:42,ipad,192.168.239.7,307
17:25:44,ipad,192.168.239.7,2315
17:25:53,ipad,192.168.239.7,3993
17:26:00,ipad,192.168.239.7,2033
17:26:05,ipad,192.168.239.7,3087
17:26:12,ipad,192.168.239.7,3343
17:26:18,ipad,192.168.239.7,2127
17:26:25,ipad,192.168.239.7,2613
17:26:26,ipad,192.168.239.7,3124
17:26:30,ipad,192.168.239.7,1049
17:26:35,ipad,192.168.239.7,3725
17:26:41,ipad,192.168.239.7,1922
17:26:48,ipad,192.168.239.7,2422
17:26:49,ipad,192.168.239.7,1534
17:26:50,ipad,192.168.239.7,485
17:26:52,ipad,192.168.239.7,383
17:26:56,ipad,192.168.239.7,3938
17:27:00,ipad,192.168.239.7,2070
17:27:03,ipad,192.168.239.7,1507
17:27:08,ipad,192.168.239.7,677
17:27:12,ipad,192.168.239.7,2275
17:27:26,ipad,192.168.239.7,3103
17:27:27,ipad,192.168.239.7,3564
17:27:38,ipad,192.168.239.7,3626
17:27:41,ipad,192.168.239.7,3293
17:27:44,ipad,192.168.239.7,891
17:27:46,ipad,192.168.239.7,2440
17:27:56,ipad,192.168.239.7,3775
17:28:00,ipad,192.168.239.7,3684
17:28:10,ipad,192.168.239.7,2644
17:28:11,ipad,192.168.239.7,735
17:28:14,ipad,192.168.239.7,2219
17:28:15,ipad,192.168.239.7,2041
17:28:28,ipad,192.168.239.7,870
17:28:31,ipad,192.168.239.7,3192
17:28:35,ipad,192.168.239.7,555
17:28:36,ipad,192.168.239.7,2585
17:28:40,ipad,192.168.239.7,2927
17:28:49,ipad,192.168.239.7,3634
17:28:54,ipad,192.168.239.7,559
17:28:57,ipad,192.168.239.7,1053
17:29:00,ipad,192.168.239.7,1106
17:29:01,ipad,192.168.239.7,3630
17:29:03,ipad,192.168.239.7,3380
17:29:07,ipad,192.168.239.7,1569
17:29:12,ipad,192.168.239.7,3105
17:29:14,ipad,192.168.239.7,1092
17:29:16,ipad,192.168.239.7,3305
17:29:17,ipad,192.168.239.7,1978
17:29:21,ipad,192.168.239.7,2952
17:29:22,ipad,192.168.239.7,1421
17:29:31,ipad,192.168.239.7,3895
17:29:33,ipad,192.168.239.7,1045
17:29:34,ipad,192.168.239.7,2466
17:29:36,ipad,192.168.239.7,2326
17:29:38,ipad,192.168.239.7,898
17:29:39,ipad,192.168.239.7,319
17:29:45,ipad,192.168.239.7,1064
17:30:07,ipad,192.168.239.7,1888
17:30:08,ipad,192.168.239.7,3867
17:30:16,ipad,192.168.239.7,2142
17:30:17,ipad,192.168.239.7,3224
17:30:18,ipad,192.168.239.7,2243
17:30:21,ipad,192.168.239.7,856
17:30:25,ipad,192.168.239.7,1221
17:30:26,ipad,192.168.239.7,2945
17:30:28,ipad,192.168.239.7,458
17:30:30,ipad,192.168.239.7,1414
17:30:31,ipad,192.168.239.7,2398
17:30:37,ipad,192.168.239.7,2964
17:30:40,ipad,192.168.239.7,3423
17:30:41,ipad,192.168.239.7,2815
17:30:43,ipad,192.168.239.7,3717
17:30:46,ipad,192.168.239.7,1587
17:30:48,ipad,192.168.239.7,405
17:30:49,ipad,192.168.239.7,3320
17:30:52,ipad,192.168.239.7,1801
17:30:53,ipad,192.168.239.7,3056
17:31:01,ipad,192.168.239.7,611
17:31:03,ipad,192.168.239.7,3588
17:31:09,ipad,192.168.239.7,708
17:31:12,ipad,192.168.239.7,1387
17:31:24,ipad,192.168.239.7,3470
17:31:27,ipad,192.168.239.7,2682
17:31:29,ipad,192.168.239.7,2732
17:31:30,ipad,192.168.239.7,2896
17:31:32,ipad,192.168.239.7,472
17:31:42,ipad,192.168.239.7,3696
17:31:46,ipad,192.168.239.7,3499
17:31:47,ipad,192.168.239.7,2207
17:31:48,ipad,192.168.239.7,2651
17:31:52,ipad,192.168.239.7,395
17:31:53,ipad,192.168.239.7,860
17:31:54,ipad,192.168.239.7,3216
17:31:57,ipad,192.168.239.7,1715
17:31:58,ipad,192.168.239.7,550
17:31:59,ipad,192.168.239.7,2385
17:32:14,ipad,192.168.239.7,656
17:32:16,ipad,192.168.239.7,706
17:32:20,ipad,192.168.239.7,1992
17:32:26,ipad,192.168.239.7,1840
17:32:34,ipad,192.168.239.7,1312
17:32:38,ipad,192.168.239.7,3673
17:32:39,ipad,192.168.239.7,3659
17:32:42,ipad,192.168.239.7,2847
17:32:49,ipad,192.168.239.7,1360
17:32:51,ipad,192.168.239.7,2257
17:32:56,ipad,192.168.239.7,2635
17:33:00,ipad,192.168.239.7,600
17:33:01,ipad,192.168.239.7,3136
17:33:02,ipad,192.168.239.7,1301
17:33:03,ipad,192.168.239.7,1562
17:33:06,ipad,192.168.239.7,2067
17:33:09,ipad,192.168.239.7,2155
17:33:10,ipad,192.168.239.7,1656
17:33:13,ipad,192.168.239.7,672
17:33:14,ipad,192.168.239.7,1547
17:33:16,ipad,192.168.239.7,2843
17:33:20,ipad,192.168.239.7,1843
17:33:28,ipad,192.168.239.7,2771
17:33:29,ipad,192.168.239.7,2477
17:33:33,ipad,192.168.239.7,565
17:33:40,ipad,192.168.239.7,650
17:33:48,ipad,192.168.239.7,3734
17:33:51,ipad,192.168.239.7,2032
17:33:53,ipad,192.168.239.7,485
17:34:08,ipad,192.168.239.7,1358
17:34:10,ipad,192.168.239.7,1655
17:34:11,ipad,192.168.239.7,3045
17:34:12,ipad,192.168.239.7,1822
17:34:14,ipad,192.168.239.7,3076
17:34:24,ipad,192.168.239.7,2211
17:34:45,ipad,192.168.239.7,1493
17:34:46,ipad,192.168.239.7,1535
17:34:47,ipad,192.168.239.7,2238
17:34:48,ipad,192.168.239.7,3013
17:34:58,ipad,192.168.239.7,539
17:34:59,ipad,192.168.239.7,963
17:35:05,ipad,192.168.239.7,706
17:35:09,ipad,192.168.239.7,3725
17:35:14,ipad,192.168.239.7,3960
17:35:15,ipad,192.168.239.7,3071
17:35:17,ipad,192.168.239.7,3119
17:35:20,ipad,192.168.239.7,523
17:35:21,ipad,192.168.239.7,3051
17:35:23,ipad,192.168.239.7,1286
17:35:28,ipad,192.168.239.7,2399
17:35:33,ipad,192.168.239.7,2452
17:35:38,ipad,192.168.239.7,3240
17:35:41,ipad,192.168.239.7,1712
17:35:42,ipad,192.168.239.7,662
17:35:43,ipad,192.168.239.7,997
17:35:44,ipad,192.168.239.7,2126
17:35:50,ipad,192.168.239.7,3113
17:35:52,ipad,192.168.239.7,3650
17:35:53,ipad,192.168.239.7,1216
17:35:56,ipad,192.168.239.7,3226
17:35:57,ipad,192.168.239.7,709
17:36:02,ipad,192.168.239.7,307
17:36:04,ipad,192.168.239.7,2315
17:36:13,ipad,192.168.239.7,3993
17:36:20,ipad,192.168.239.7,2033
17:36:25,ipad,192.168.239.7,3087
17:36:32,ipad,192.168.239.7,3343
17:36:38,ipad,192.168.239.7,2127
17:36:45,ipad,192.168.239.7,2613
17:36:46,ipad,192.168.239.7,3124
17:36:50,ipad,192.168.239.7,1049
17:36:55,ipad,192.168.239.7,3725
17:37:01,ipad,192.168.239.7,1922
17:37:08,ipad,192.168.239.7,2422
17:37:09,ipad,192.168.239.7,1534
17:37:10,ipad,192.168.239.7,485
17:37:12,ipad,192.168.239.7,383
17:37:16,ipad,192.168.239.7,3938
17:37:20,ipad,192.168.239.7,2070
17:37:23,ipad,192.168.239.7,1507
17:37:28,ipad,192.168.239.7,677
17:37:32,ipad,192.168.239.7,2275
17:37:46,ipad,192.168.239.7,3103
17:37:47,ipad,192.168.239.7,3564
17:37:58,ipad,192.168.239.7,3626
17:38:01,ipad,192.168.239.7,3293
17:38:04,ipad,192.168.239.7,891
17:38:06,ipad,192.168.239.7,2440
17:38:16,ipad,192.168.239.7,3775
17:38:20,ipad,192.168.239.7,3684
17:38:30,ipad,192.168.239.7,2644
17:38:31,ipad,192.168.239.7,735
17:38:34,ipad,192.168.239.7,2219
17:38:35,ipad,192.168.239.7,2041
17:38:48,ipad,192.168.239.7,870
17:38:51,ipad,192.168.239.7,3192
17:38:55,ipad,192.168.239.7,555
17:38:56,ipad,192.168.239.7,2585
17:39:00,ipad,192.168.239.7,2927
17:39:09,ipad,192.168.239.7,3634
17:39:14,ipad,192.168.239.7,559
17:39:17,ipad,192.168.239.7,1053
17:39:20,ipad,192.168.239.7,1106
17:39:21,ipad,192.168.239.7,3630
17:39:23,ipad,192.168.239.7,3380
17:39:27,ipad,192.168.239.7,1569
17:39:32,ipad,192.168.239.7,3105
17:39:34,ipad,192.168.239.7,1092
17:39:36,ipad,192.168.239.7,3305
17:39:37,ipad,192.168.239.7,1978
17:39:41,ipad,192.168.239.7,2952
17:39:42,ipad,192.168.239.7,1421
17:39:51,ipad,192.168.239.7,3895
17:39:53,ipad,192.168.239.7,1045
17:39:54,ipad,192.168.239.7,2466
17:39:56,ipad,192.168.239.7,2326
17:39:58,ipad,192.168.239.7,898
17:39:59,ipad,192.168.239.7,319
17:40:05,ipad,192.168.239.7,1064
17:40:27,ipad,192.168.239.7,1888
17:40:28,ipad,192.168.239.7,3867
17:40:36,ipad,192.168.239.7,2142
17:40:37,ipad,192.168.239.7,3224
17:40:38,ipad,192.168.239.7,2243
17:40:41,ipad,192.168.239.7,856
17:40:45,ipad,192.168.239.7,1221
17:40:46,ipad,192.168.239.7,2945
17:40:48,ipad,192.168.239.7,458
17:40:50,ipad,192.168.239.7,1414
17:40:51,ipad,192.168.239.7,2398
17:40:57,ipad,192.168.239.7,2964
17:41:00,ipad,192.168.239.7,3423
17:41:01,ipad,192.168.239.7,2815
17:41:03,ipad,192.168.239.7,3717
17:41:06,ipad,192.168.239.7,1587
17:41:08,ipad,192.168.239.7,405
17:41:09,ipad,192.168.239.7,3320
17:41:12,ipad,192.168.239.7,1801
17:41:13,ipad,192.168.239.7,3056
17:41:21,ipad,192.168.239.7,611
17:41:23,ipad,192.168.239.7,3588
17:41:29,ipad,192.168.239.7,708
17:41:32,ipad,192.168.239.7,1387
17:41:44,ipad,192.168.239.7,3470
17:41:47,ipad,192.168.239.7,2682
17:41:49,ipad,192.168.239.7,2732
17:41:50,ipad,192.168.239.7,2896
17:41:52,ipad,192.168.239.7,472
17:42:02,ipad,192.168.239.7,3696
17:42:06,ipad,192.168.239.7,3499
17:42:07,ipad,192.168.239.7,2207
17:42:08,ipad,192.168.239.7,2651
17:42:12,ipad,192.168.239.7,395
17:42:13,ipad,192.168.239.7,860
17:42:14,ipad,192.168.239.7,3216
17:42:17,ipad,192.168.239.7,1715
17:42:18,ipad,192.168.239.7,550
17:42:19,ipad,192.168.239.7,2385
17:42:34,ipad,192.168.239.7,656
17:42:36,ipad,192.168.239.7,706
17:42:40,ipad,192.168.239.7,1992
17:42:46,ipad,192.168.239.7,1840
17:42:54,ipad,192.168.239.7,1312
17:42:58,ipad,192.168.239.7,3673
17:42:59,ipad,192.168.239.7,3659
17:43:02,ipad,192.168.239.7,2847
17:43:09,ipad,192.168.239.7,1360
17:43:11,ipad,192.168.239.7,2257
17:43:16,ipad,192.168.239.7,2635
17:43:20,ipad,192.168.239.7,600
17:43:21,ipad,192.168.239.7,3136
17:43:22,ipad,192.168.239.7,1301
17:43:23,ipad,192.168.239.7,1562
17:43:26,ipad,192.168.239.7,2067
17:43:29,ipad,192.168.239.7,2155
17:43:30,ipad,192.168.239.7,1656
17:43:33,ipad,192.168.239.7,672
17:43:34,ipad,192.168.239.7,1547
17:43:36,ipad,192.168.239.7,2843
17:43:40,ipad,192.168.239.7,1843
17:43:48,ipad,192.168.239.7,2771
