Time,Device,IP Address,Length
17:03:41,ipad,192.168.239.7,3938
17:03:46,ipad,192.168.239.7,1509
17:03:47,ipad,192.168.239.7,3057
17:03:48,ipad,192.168.239.7,974
17:03:52,ipad,192.168.239.7,3744
17:03:56,ipad,192.168.239.7,2412
17:03:59,ipad,192.168.239.7,738
17:04:01,ipad,192.168.239.7,340
17:04:09,ipad,192.168.239.7,2734
17:04:11,ipad,192.168.239.7,605
17:04:12,ipad,192.168.239.7,702
17:04:14,ipad,192.168.239.7,885
17:04:29,ipad,192.168.239.7,2618
17:04:30,ipad,192.168.239.7,3450
17:04:31,ipad,192.168.239.7,585
17:04:34,ipad,192.168.239.7,2759
17:04:38,ipad,192.168.239.7,1170
17:04:43,ipad,192.168.239.7,1188
17:04:46,ipad,192.168.239.7,1275
17:04:47,ipad,192.168.239.7,1486
17:04:48,ipad,192.168.239.7,768
17:04:51,ipad,192.168.239.7,3427
17:04:53,ipad,192.168.239.7,2712
17:04:54,ipad,192.168.239.7,1379
17:04:55,ipad,192.168.239.7,498
17:05:06,ipad,192.168.239.7,842
17:05:07,ipad,192.168.239.7,725
17:05:08,ipad,192.168.239.7,689
17:05:14,ipad,192.168.239.7,3365
17:05:19,ipad,192.168.239.7,1049
17:05:24,ipad,192.168.239.7,3725
17:05:30,ipad,192.168.239.7,1922
17:05:37,ipad,192.168.239.7,2422
17:05:38,ipad,192.168.239.7,1534
17:05:39,ipad,192.168.239.7,485
17:05:41,ipad,192.168.239.7,383
17:05:45,ipad,192.168.239.7,3938
17:05:49,ipad,192.168.239.7,2070
17:05:52,ipad,192.168.239.7,1507
17:05:57,ipad,192.168.239.7,677
17:06:01,ipad,192.168.239.7,2275
17:06:15,ipad,192.168.239.7,3103
17:06:16,ipad,192.168.239.7,3564
17:06:27,ipad,192.168.239.7,3626
17:06:30,ipad,192.168.239.7,3293
17:06:33,ipad,192.168.239.7,891
17:06:35,ipad,192.168.239.7,2440
17:06:45,ipad,192.168.239.7,3775
17:06:49,ipad,192.168.239.7,3684
17:06:59,ipad,192.168.239.7,2644
17:07:00,ipad,192.168.239.7,735
17:07:03,ipad,192.168.239.7,2219
17:07:04,ipad,192.168.239.7,2041
17:07:17,ipad,192.168.239.7,870
17:07:20,ipad,192.168.239.7,3192
17:07:24,ipad,192.168.239.7,555
17:07:25,ipad,192.168.239.7,2585
17:07:29,ipad,192.168.239.7,2927
17:07:38,ipad,192.168.239.7,3634
17:07:43,ipad,192.168.239.7,559
17:07:46,ipad,192.168.239.7,1053
17:07:49,ipad,192.168.239.7,1106
17:07:50,ipad,192.168.239.7,3630
17:07:52,ipad,192.168.239.7,3380
17:07:56,ipad,192.168.239.7,1569
17:08:01,ipad,192.168.239.7,3105
17:08:03,ipad,192.168.239.7,1092
17:08:05,ipad,192.168.239.7,3305
17:08:06,ipad,192.168.239.7,1978
17:08:10,ipad,192.168.239.7,2952
17:08:11,ipad,192.168.239.7,1421
17:08:20,ipad,192.168.239.7,3895
17:08:22,ipad,192.168.239.7,1045
17:08:23,ipad,192.168.239.7,2466
17:08:25,ipad,192.168.239.7,2326
17:08:27,ipad,192.168.239.7,898
17:08:28,ipad,192.168.239.7,319
17:08:34,ipad,192.168.239.7,1064
17:08:56,ipad,192.168.239.7,1888
17:08:57,ipad,192.168.239.7,3867
17:09:05,ipad,192.168.239.7,2142
17:09:06,ipad,192.168.239.7,3224
17:09:07,ipad,192.168.239.7,2243
17:09:10,ipad,192.168.239.7,856
17:09:14,ipad,192.168.239.7,1221
17:09:15,ipad,192.168.239.7,2945
17:09:17,ipad,192.168.239.7,458
17:09:19,ipad,192.168.239.7,1414
17:09:20,ipad,192.168.239.7,2398
17:09:26,ipad,192.168.239.7,2964
17:09:29,ipad,192.168.239.7,3423
17:09:30,ipad,192.168.239.7,2815
17:09:32,ipad,192.168.239.7,3717
17:09:35,ipad,192.168.239.7,1587
17:09:37,ipad,192.168.239.7,405
17:09:38,ipad,192.168.239.7,3320
17:09:41,ipad,192.168.239.7,1801
17:09:42,ipad,192.168.239.7,3056
17:09:50,ipad,192.168.239.7,611
17:09:52,ipad,192.168.239.7,3588
17:09:58,ipad,192.168.239.7,708
17:10:01,ipad,192.168.239.7,1387
17:10:13,ipad,192.168.239.7,3470
17:10:16,ipad,192.168.239.7,2682
17:10:18,ipad,192.168.239.7,2732
17:10:19,ipad,192.168.239.7,2896
17:10:21,ipad,192.168.239.7,472
17:10:31,ipad,192.168.239.7,3696
17:10:35,ipad,192.168.239.7,3499
17:10:36,ipad,192.168.239.7,2207
17:10:37,ipad,192.168.239.7,2651
17:10:41,ipad,192.168.239.7,395
17:10:42,ipad,192.168.239.7,860
17:10:43,ipad,192.168.239.7,3216
17:10:46,ipad,192.168.239.7,1715
17:10:47,ipad,192.168.239.7,550
17:10:48,ipad,192.168.239.7,2385
17:11:03,ipad,192.168.239.7,656
17:11:05,ipad,192.168.239.7,706
17:11:09,ipad,192.168.239.7,1992
17:11:15,ipad,192.168.239.7,1840
17:11:23,ipad,192.168.239.7,1312
17:11:27,ipad,192.168.239.7,3673
17:11:28,ipad,192.168.239.7,3659
17:11:31,ipad,192.168.239.7,2847
17:11:38,ipad,192.168.239.7,1360
17:11:40,ipad,192.168.239.7,2257
17:11:45,ipad,192.168.239.7,2635
17:11:49,ipad,192.168.239.7,600
17:11:50,ipad,192.168.239.7,3136
17:11:51,ipad,192.168.239.7,1301
17:11:52,ipad,192.168.239.7,1562
17:11:55,ipad,192.168.239.7,2067
17:11:58,ipad,192.168.239.7,2155
17:11:59,ipad,192.168.239.7,1656
17:12:02,ipad,192.168.239.7,672
17:12:03,ipad,192.168.239.7,1547
17:12:05,ipad,192.168.239.7,2843
17:12:09,ipad,192.168.239.7,1843
17:12:17,ipad,192.168.239.7,2771
17:12:18,ipad,192.168.239.7,2477
17:12:22,ipad,192.168.239.7,565
17:12:29,ipad,192.168.239.7,650
17:12:37,ipad,192.168.239.7,3734
17:12:40,ipad,192.168.239.7,2032
17:12:42,ipad,192.168.239.7,485
17:12:57,ipad,192.168.239.7,1358
17:12:59,ipad,192.168.239.7,1655
17:13:00,ipad,192.168.239.7,3045
17:13:01,ipad,192.168.239.7,1822
17:13:03,ipad,192.168.239.7,3076
17:13:13,ipad,192.168.239.7,2211
17:13:34,ipad,192.168.239.7,1493
17:13:35,ipad,192.168.239.7,1535
17:13:36,ipad,192.168.239.7,2238
17:13:37,ipad,192.168.239.7,3013
17:13:47,ipad,192.168.239.7,539
17:13:48,ipad,192.168.239.7,963
17:13:54,ipad,192.168.239.7,706
17:13:58,ipad,192.168.239.7,3725
17:14:03,ipad,192.168.239.7,3960
17:14:04,ipad,192.168.239.7,3071
17:14:06,ipad,192.168.239.7,3119
17:14:09,ipad,192.168.239.7,523
17:14:10,ipad,192.168.239.7,3051
17:14:12,ipad,192.168.239.7,1286
17:14:17,ipad,192.168.239.7,2399
17:14:22,ipad,192.168.239.7,2452
17:14:27,ipad,192.168.239.7,3240
17:14:30,ipad,192.168.239.7,1712
17:14:31,ipad,192.168.239.7,662
17:14:32,ipad,192.168.239.7,997
17:14:33,ipad,192.168.239.7,2126
17:14:39,ipad,192.168.239.7,3113
17:14:41,ipad,192.168.239.7,3650
17:14:42,ipad,192.168.239.7,1216
17:14:45,ipad,192.168.239.7,3226
17:14:46,ipad,192.168.239.7,709
17:14:51,ipad,192.168.239.7,307
17:14:53,ipad,192.168.239.7,2315
17:15:02,ipad,192.168.239.7,3993
17:15:09,ipad,192.168.239.7,2033
17:15:14,ipad,192.168.239.7,3087
17:15:21,ipad,192.168.239.7,3343
17:15:27,ipad,192.168.239.7,2127
17:15:34,ipad,192.168.239.7,2613
17:15:35,ipad,192.168.239.7,3124
17:15:39,ipad,192.168.239.7,1049
17:15:44,ipad,192.168.239.7,3725
17:15:50,ipad,192.168.239.7,1922
17:15:57,ipad,192.168.239.7,2422
17:15:58,ipad,192.168.239.7,1534
17:15:59,ipad,192.168.239.7,485
17:16:01,ipad,192.168.239.7,383
17:16:05,ipad,192.168.239.7,3938
17:16:09,ipad,192.168.239.7,2070
17:16:12,ipad,192.168.239.7,1507
17:16:17,ipad,192.168.239.7,677
17:16:21,ipad,192.168.239.7,2275
17:16:35,ipad,192.168.239.7,3103
17:16:36,ipad,192.168.239.7,3564
17:16:47,ipad,192.168.239.7,3626
17:16:50,ipad,192.168.239.7,3293
17:16:53,ipad,192.168.239.7,891
17:16:55,ipad,192.168.239.7,2440
17:17:05,ipad,192.168.239.7,3775
17:17:09,ipad,192.168.239.7,3684
17:17:19,ipad,192.168.239.7,2644
17:17:20,ipad,192.168.239.7,735
17:17:23,ipad,192.168.239.7,2219
17:17:24,ipad,192.168.239.7,2041
17:17:37,ipad,192.168.239.7,870
17:17:40,ipad,192.168.239.7,3192
17:17:44,ipad,192.168.239.7,555
17:17:45,ipad,192.168.239.7,2585
17:17:49,ipad,192.168.239.7,2927
17:17:58,ipad,192.168.239.7,3634
17:18:03,ipad,192.168.239.7,559
17:18:06,ipad,192.168.239.7,1053
17:18:09,ipad,192.168.239.7,1106
17:18:10,ipad,192.168.239.7,3630
17:18:12,ipad,192.168.239.7,3380
17:18:16,ipad,192.168.239.7,1569
17:18:21,ipad,192.168.239.7,3105
17:18:23,ipad,192.168.239.7,1092
17:18:25,ipad,192.168.239.7,3305
17:18:26,ipad,192.168.239.7,1978
17:18:30,ipad,192.168.239.7,2952
17:18:31,ipad,192.168.239.7,1421
17:18:40,ipad,192.168.239.7,3895
17:18:42,ipad,192.168.239.7,1045
17:18:43,ipad,192.168.239.7,2466
17:18:45,ipad,192.168.239.7,2326
17:18:47,ipad,192.168.239.7,898
17:18:48,ipad,192.168.239.7,319
17:18:54,ipad,192.168.239.7,1064
17:19:16,ipad,192.168.239.7,1888
17:19:17,ipad,192.168.239.7,3867
17:19:25,ipad,192.168.239.7,2142
17:19:26,ipad,192.168.239.7,3224
17:19:27,ipad,192.168.239.7,2243
17:19:30,ipad,192.168.239.7,856
17:19:34,ipad,192.168.239.7,1221
17:19:35,ipad,192.168.239.7,2945
17:19:37,ipad,192.168.239.7,458
17:19:39,ipad,192.168.239.7,1414
17:19:40,ipad,192.168.239.7,2398
17:19:46,ipad,192.168.239.7,2964
17:19:49,ipad,192.168.239.7,3423
17:19:50,ipad,192.168.239.7,2815
17:19:52,ipad,192.168.239.7,3717
17:19:55,ipad,192.168.239.7,1587
17:19:57,ipad,192.168.239.7,405
17:19:58,ipad,192.168.239.7,3320
17:20:01,ipad,192.168.239.7,1801
17:20:02,ipad,192.168.239.7,3056
17:20:10,ipad,192.168.239.7,611
17:20:12,ipad,192.168.239.7,3588
17:20:18,ipad,192.168.239.7,708
17:20:21,ipad,192.168.239.7,1387
17:20:33,ipad,192.168.239.7,3470
17:20:36,ipad,192.168.239.7,2682
17:20:38,ipad,192.168.239.7,2732
17:20:39,ipad,192.168.239.7,2896
17:20:41,ipad,192.168.239.7,472
17:20:51,ipad,192.168.239.7,3696
17:20:55,ipad,192.168.239.7,3499
17:20:56,ipad,192.168.239.7,2207
17:20:57,ipad,192.168.239.7,2651
17:21:01,ipad,192.168.239.7,395
17:21:02,ipad,192.168.239.7,860
17:21:03,ipad,192.168.239.7,3216
17:21:06,ipad,192.168.239.7,1715
17:21:07,ipad,192.168.239.7,550
17:21:08,ipad,192.168.239.7,2385
17:21:23,ipad,192.168.239.7,656
17:21:25,ipad,192.168.239.7,706
17:21:29,ipad,192.168.239.7,1992
17:21:35,ipad,192.168.239.7,1840
17:21:43,ipad,192.168.239.7,1312
17:21:47,ipad,192.168.239.7,3673
17:21:48,ipad,192.168.239.7,3659
17:21:51,ipad,192.168.239.7,2847
17:21:58,ipad,192.168.239.7,1360
17:22:00,ipad,192.168.239.7,2257
17:22:05,ipad,192.168.239.7,2635
17:22:09,ipad,192.168.239.7,600
17:22:10,ipad,192.168.239.7,3136
17:22:11,ipad,192.168.239.7,1301
17:22:12,ipad,192.168.239.7,1562
17:22:15,ipad,192.168.239.7,2067
17:22:18,ipad,192.168.239.7,2155
17:22:19,ipad,192.168.239.7,1656
17:22:22,ipad,192.168.239.7,672
17:22:23,ipad,192.168.239.7,1547
17:22:25,ipad,192.168.239.7,2843
17:22:29,ipad,192.168.239.7,1843
17:22:37,ipad,192.168.239.7,2771
17:22:38,ipad,192.168.239.7,2477
17:22:42,ipad,192.168.239.7,565
17:22:49,ipad,192.168.239.7,650
17:22:57,ipad,192.168.239.7,3734
17:23:00,ipad,192.168.239.7,2032
17:23:02,ipad,192.168.239.7,485
17:23:17,ipad,192.168.239.7,1358
17:23:19,ipad,192.168.239.7,1655
17:23:20,ipad,192.168.239.7,3045
17:23:21,ipad,192.168.239.7,1822
17:23:23,ipad,192.168.239.7,3076
17:23:33,ipad,192.168.239.7,2211
17:23:54,ipad,192.168.239.7,1493
17:23:55,ipad,192.168.239.7,1535
17:23:56,ipad,192.168.239.7,2238
17:23:57,ipad,192.168.239.7,3013
17:24:07,ipad,192.168.239.7,539
17:24:08,ipad,192.168.239.7,963
17:24:14,ipad,192.168.239.7,706
17:24:18,ipad,192.168.239.7,3725
17:24:23,ipad,192.168.239.7,3960
17:24:24,ipad,192.168.239.7,3071
17:24:26,ipad,192.168.239.7,3119
17:24:29,ipad,192.168.239.7,523
17:24:30,ipad,192.168.239.7,3051
17:24:32,ipad,192.168.239.7,1286
17:24:37,ipad,192.168.239.7,2399
17:24:42,ipad,192.168.239.7,2452
17:24:47,ipad,192.168.239.7,3240
17:24:50,ipad,192.168.239.7,1712
17:24:51,ipad,192.168.239.7,662
17:24:52,ipad,192.168.239.7,997
17:24:53,ipad,192.168.239.7,2126
17:24:59,ipad,192.168.239.7,3113
17:25:01,ipad,192.168.239.7,3650
17:25:02,ipad,192.168.239.7,1216
17:25:05,ipad,192.168.239.7,3226
17:25:06,ipad,192.168.239.7,709
17:25:11,ipad,192.168.239.7,307
17:25:13,ipad,192.168.239.7,2315
17:25:22,ipad,192.168.239.7,3993
17:25:29,ipad,192.168.239.7,2033
17:25:34,ipad,192.168.239.7,3087
17:25:41,ipad,192.168.239.7,3343
17:25:47,ipad,192.168.239.7,2127
17:25:54,ipad,192.168.239.7,2613
17:25:55,ipad,192.168.239.7,3124
17:25:59,ipad,192.168.239.7,1049
17:26:04,ipad,192.168.239.7,3725
17:26:10,ipad,192.168.239.7,1922
17:26:17,ipad,192.168.239.7,2422
17:26:18,ipad,192.168.239.7,1534
17:26:19,ipad,192.168.239.7,485
17:26:21,ipad,192.168.239.7,383
17:26:25,ipad,192.168.239.7,3938
17:26:29,ipad,192.168.239.7,2070
17:26:32,ipad,192.168.239.7,1507
17:26:37,ipad,192.168.239.7,677
17:26:41,ipad,192.168.239.7,2275
17:26:55,ipad,192.168.239.7,3103
17:26:56,ipad,192.168.239.7,3564
17:27:07,ipad,192.168.239.7,3626
17:27:10,ipad,192.168.239.7,3293
17:27:13,ipad,192.168.239.7,891
17:27:15,ipad,192.168.239.7,2440
17:27:25,ipad,192.168.239.7,3775
17:27:29,ipad,192.168.239.7,3684
17:27:39,ipad,192.168.239.7,2644
17:27:40,ipad,192.168.239.7,735
17:27:43,ipad,192.168.239.7,2219
17:27:44,ipad,192.168.239.7,2041
17:27:57,ipad,192.168.239.7,870
17:28:00,ipad,192.168.239.7,3192
17:28:04,ipad,192.168.239.7,555
17:28:05,ipad,192.168.239.7,2585
17:28:09,ipad,192.168.239.7,2927
17:28:18,ipad,192.168.239.7,3634
17:28:23,ipad,192.168.239.7,559
17:28:26,ipad,192.168.239.7,1053
17:28:29,ipad,192.168.239.7,1106
17:28:30,ipad,192.168.239.7,3630
17:28:32,ipad,192.168.239.7,3380
17:28:36,ipad,192.168.239.7,1569
17:28:41,ipad,192.168.239.7,3105
17:28:43,ipad,192.168.239.7,1092
17:28:45,ipad,192.168.239.7,3305
17:28:46,ipad,192.168.239.7,1978
17:28:50,ipad,192.168.239.7,2952
17:28:51,ipad,192.168.239.7,1421
17:29:00,ipad,192.168.239.7,3895
17:29:02,ipad,192.168.239.7,1045
17:29:03,ipad,192.168.239.7,2466
17:29:05,ipad,192.168.239.7,2326
17:29:07,ipad,192.168.239.7,898
17:29:08,ipad,192.168.239.7,319
17:29:14,ipad,192.168.239.7,1064
17:29:36,ipad,192.168.239.7,1888
17:29:37,ipad,192.168.239.7,3867
17:29:45,ipad,192.168.239.7,2142
17:29:46,ipad,192.168.239.7,3224
17:29:47,ipad,192.168.239.7,2243
17:29:50,ipad,192.168.239.7,856
17:29:54,ipad,192.168.239.7,1221
17:29:55,ipad,192.168.239.7,2945
17:29:57,ipad,192.168.239.7,458
17:29:59,ipad,192.168.239.7,1414
17:30:00,ipad,192.168.239.7,2398
17:30:06,ipad,192.168.239.7,2964
17:30:09,ipad,192.168.239.7,3423
17:30:10,ipad,192.168.239.7,2815
17:30:12,ipad,192.168.239.7,3717
17:30:15,ipad,192.168.239.7,1587
17:30:17,ipad,192.168.239.7,405
17:30:18,ipad,192.168.239.7,3320
17:30:21,ipad,192.168.239.7,1801
17:30:22,ipad,192.168.239.7,3056
17:30:30,ipad,192.168.239.7,611
17:30:32,ipad,192.168.239.7,3588
17:30:38,ipad,192.168.239.7,708
17:30:41,ipad,192.168.239.7,1387
17:30:53,ipad,192.168.239.7,3470
17:30:56,ipad,192.168.239.7,2682
17:30:58,ipad,192.168.239.7,2732
17:30:59,ipad,192.168.239.7,2896
17:31:01,ipad,192.168.239.7,472
17:31:11,ipad,192.168.239.7,3696
17:31:15,ipad,192.168.239.7,3499
17:31:16,ipad,192.168.239.7,2207
17:31:17,ipad,192.168.239.7,2651
17:31:21,ipad,192.168.239.7,395
17:31:22,ipad,192.168.239.7,860
17:31:23,ipad,192.168.239.7,3216
17:31:26,ipad,192.168.239.7,1715
17:31:27,ipad,192.168.239.7,550
17:31:28,ipad,192.168.239.7,2385
17:31:43,ipad,192.168.239.7,656
17:31:45,ipad,192.168.239.7,706
17:31:49,ipad,192.168.239.7,1992
17:31:55,ipad,192.168.239.7,1840
17:32:03,ipad,192.168.239.7,1312
17:32:07,ipad,192.168.239.7,3673
17:32:08,ipad,192.168.239.7,3659
17:32:11,ipad,192.168.239.7,2847
17:32:18,ipad,192.168.239.7,1360
17:32:20,ipad,192.168.239.7,2257
17:32:25,ipad,192.168.239.7,2635
17:32:29,ipad,192.168.239.7,600
17:32:30,ipad,192.168.239.7,3136
17:32:31,ipad,192.168.239.7,1301
17:32:32,ipad,192.168.239.7,1562
17:32:35,ipad,192.168.239.7,2067
17:32:38,ipad,192.168.239.7,2155
17:32:39,ipad,192.168.239.7,1656
17:32:42,ipad,192.168.239.7,672
17:32:43,ipad,192.168.239.7,1547
17:32:45,ipad,192.168.239.7,2843
17:32:49,ipad,192.168.239.7,1843
17:32:57,ipad,192.168.239.7,2771
17:32:58,ipad,192.168.239.7,2477
17:33:02,ipad,192.168.239.7,565
17:33:09,ipad,192.168.239.7,650
17:33:17,ipad,192.168.239.7,3734
17:33:20,ipad,192.168.239.7,2032
17:33:22,ipad,192.168.239.7,485
17:33:37,ipad,192.168.239.7,1358
17:33:39,ipad,192.168.239.7,1655
17:33:40,ipad,192.168.239.7,3045
17:33:41,ipad,192.168.239.7,1822
17:33:43,ipad,192.168.239.7,3076
17:33:53,ipad,192.168.239.7,2211
17:34:14,ipad,192.168.239.7,1493
17:34:15,ipad,192.168.239.7,1535
17:34:16,ipad,192.168.239.7,2238
17:34:17,ipad,192.168.239.7,3013
17:34:27,ipad,192.168.239.7,539
17:34:28,ipad,192.168.239.7,963
17:34:34,ipad,192.168.239.7,706
17:34:38,ipad,192.168.239.7,3725
17:34:43,ipad,192.168.239.7,3960
17:34:44,ipad,192.168.239.7,3071
17:34:46,ipad,192.168.239.7,3119
17:34:49,ipad,192.168.239.7,523
17:34:50,ipad,192.168.239.7,3051
17:34:52,ipad,192.168.239.7,1286
17:34:57,ipad,192.168.239.7,2399
17:35:02,ipad,192.168.239.7,2452
17:35:07,ipad,192.168.239.7,3240
17:35:10,ipad,192.168.239.7,1712
17:35:11,ipad,192.168.239.7,662
17:35:12,ipad,192.168.239.7,997
17:35:13,ipad,192.168.239.7,2126
17:35:19,ipad,192.168.239.7,3113
17:35:21,ipad,192.168.239.7,3650
17:35:22,ipad,192.168.239.7,1216
17:35:25,ipad,192.168.239.7,3226
17:35:26,ipad,192.168.239.7,709
17:35:31,ipad,192.168.239.7,307
17:35:33,ipad,192.168.239.7,2315
17:35:42,ipad,192.168.239.7,3993
17:35:49,ipad,192.168.239.7,2033
17:35:54,ipad,192.168.239.7,3087
17:36:01,ipad,192.168.239.7,3343
17:36:07,ipad,192.168.239.7,2127
17:36:14,ipad,192.168.239.7,2613
17:36:15,ipad,192.168.239.7,3124
17:36:19,ipad,192.168.239.7,1049
17:36:24,ipad,192.168.239.7,3725
17:36:30,ipad,192.168.239.7,1922
17:36:37,ipad,192.168.239.7,2422
17:36:38,ipad,192.168.239.7,1534
17:36:39,ipad,192.168.239.7,485
17:36:41,ipad,192.168.239.7,383
17:36:45,ipad,192.168.239.7,3938
17:36:49,ipad,192.168.239.7,2070
17:36:52,ipad,192.168.239.7,1507
17:36:57,ipad,192.168.239.7,677
17:37:01,ipad,192.168.239.7,2275
17:37:15,ipad,192.168.239.7,3103
17:37:16,ipad,192.168.239.7,3564
17:37:27,ipad,192.168.239.7,3626
17:37:30,ipad,192.168.239.7,3293
17:37:33,ipad,192.168.239.7,891
17:37:35,ipad,192.168.239.7,2440
17:37:45,ipad,192.168.239.7,3775
17:37:49,ipad,192.168.239.7,3684
17:37:59,ipad,192.168.239.7,2644
17:38:00,ipad,192.168.239.7,735
17:38:03,ipad,192.168.239.7,2219
17:38:04,ipad,192.168.239.7,2041
17:38:17,ipad,192.168.239.7,870
17:38:20,ipad,192.168.239.7,3192
17:38:24,ipad,192.168.239.7,555
17:38:25,ipad,192.168.239.7,2585
17:38:29,ipad,192.168.239.7,2927
17:38:38,ipad,192.168.239.7,3634
17:38:43,ipad,192.168.239.7,559
17:38:46,ipad,192.168.239.7,1053
17:38:49,ipad,192.168.239.7,1106
17:38:50,ipad,192.168.239.7,3630
17:38:52,ipad,192.168.239.7,3380
17:38:56,ipad,192.168.239.7,1569
17:39:01,ipad,192.168.239.7,3105
17:39:03,ipad,192.168.239.7,1092
17:39:05,ipad,192.168.239.7,3305
17:39:06,ipad,192.168.239.7,1978
17:39:10,ipad,192.168.239.7,2952
17:39:11,ipad,192.168.239.7,1421
17:39:20,ipad,192.168.239.7,3895
17:39:22,ipad,192.168.239.7,1045
17:39:23,ipad,192.168.239.7,2466
17:39:25,ipad,192.168.239.7,2326
17:39:27,ipad,192.168.239.7,898
17:39:28,ipad,192.168.239.7,319
17:39:34,ipad,192.168.239.7,1064
17:39:56,ipad,192.168.239.7,1888
17:39:57,ipad,192.168.239.7,3867
17:40:05,ipad,192.168.239.7,2142
17:40:06,ipad,192.168.239.7,3224
17:40:07,ipad,192.168.239.7,2243
17:40:10,ipad,192.168.239.7,856
17:40:14,ipad,192.168.239.7,1221
17:40:15,ipad,192.168.239.7,2945
17:40:17,ipad,192.168.239.7,458
17:40:19,ipad,192.168.239.7,1414
17:40:20,ipad,192.168.239.7,2398
17:40:26,ipad,192.168.239.7,2964
17:40:29,ipad,192.168.239.7,3423
17:40:30,ipad,192.168.239.7,2815
17:40:32,ipad,192.168.239.7,3717
17:40:35,ipad,192.168.239.7,1587
17:40:37,ipad,192.168.239.7,405
17:40:38,ipad,192.168.239.7,3320
17:40:41,ipad,192.168.239.7,1801
17:40:42,ipad,192.168.239.7,3056
17:40:50,ipad,192.168.239.7,611
17:40:52,ipad,192.168.239.7,3588
17:40:58,ipad,192.168.239.7,708
17:41:01,ipad,192.168.239.7,1387
17:41:13,ipad,192.168.239.7,3470
17:41:16,ipad,192.168.239.7,2682
17:41:18,ipad,192.168.239.7,2732
17:41:19,ipad,192.168.239.7,2896
17:41:21,ipad,192.168.239.7,472
17:41:31,ipad,192.168.239.7,3696
17:41:35,ipad,192.168.239.7,3499
17:41:36,ipad,192.168.239.7,2207
17:41:37,ipad,192.168.239.7,2651
17:41:41,ipad,192.168.239.7,395
17:41:42,ipad,192.168.239.7,860
17:41:43,ipad,192.168.239.7,3216
17:41:46,ipad,192.168.239.7,1715
17:41:47,ipad,192.168.239.7,550
17:41:48,ipad,192.168.239.7,2385
17:42:03,ipad,192.168.239.7,656
17:42:05,ipad,192.168.239.7,706
17:42:09,ipad,192.168.239.7,1992
17:42:15,ipad,192.168.239.7,1840
17:42:23,ipad,192.168.239.7,1312
17:42:27,ipad,192.168.239.7,3673
17:42:28,ipad,192.168.239.7,3659
17:42:31,ipad,192.168.239.7,2847
17:42:38,ipad,192.168.239.7,1360
17:42:40,ipad,192.168.239.7,2257
17:42:45,ipad,192.168.239.7,2635
17:42:49,ipad,192.168.239.7,600
17:42:50,ipad,192.168.239.7,3136
17:42:51,ipad,192.168.239.7,1301
17:42:52,ipad,192.168.239.7,1562
17:42:55,ipad,192.168.239.7,2067
17:42:58,ipad,192.168.239.7,2155
17:42:59,ipad,192.168.239.7,1656
17:43:02,ipad,192.168.239.7,672
17:43:03,ipad,192.168.239.7,1547
17:43:05,ipad,192.168.239.7,2843
